CLUSTERID1	CLUSTERID2	ComponentIndex	Cosine	DeltaMZ
3628	4141	147	0.8455	14.015
3628	4481	147	0.9122	0.034
3628	4868	147	0.86	0.000
3462	3504	147	0.882	-14.014
3504	4141	147	0.8437	-14.018
4481	4868	147	0.9631	-0.034
918	2777	148	0.9338	-0.000
918	5564	148	0.9152	-0.000
2777	5564	148	0.9442	0.000
745	2777	148	0.8617	-0.000
808	4942	149	0.742	-2.016
3339	4737	152	0.8469	46.042
695	2468	154	0.7966	0.000
3747	4128	157	0.9104	15.995
3747	5397	157	0.9024	55.989
317	3747	157	0.8899	-15.995
317	3336	157	0.8916	-0.000
3336	5009	157	0.8963	-14.016
317	4128	157	0.9148	0.000
317	5009	157	0.9019	-14.016
4128	5009	157	0.9424	-14.016
2298	5517	158	0.8917	30.011
1454	2700	159	0.8966	28.031
2518	2700	159	0.9435	21.984
2642	2700	159	0.9155	-82.078
2700	2707	159	0.8996	-37.979
2700	5041	159	0.9187	12.000
2700	5069	159	0.9086	-2.016
2700	5410	159	0.9082	40.031
844	4014	159	0.8128	-113.073
35	2642	159	0.8807	70.079
1454	2642	159	0.8906	110.110
1774	2642	159	0.9108	112.125
1965	2642	159	0.8903	84.057
2518	2642	159	0.9476	104.062
2642	3445	159	0.9261	-70.078
2642	5041	159	0.9377	-70.078
2642	5069	159	0.9251	-84.094
2642	5410	159	0.9178	-42.047
35	1774	159	0.9265	-42.046
1454	1774	159	0.9207	-2.016
1774	1965	159	0.9091	28.068
1774	2518	159	0.9132	8.063
1774	3445	159	0.9337	42.047
1774	4375	159	0.9054	56.063
1774	5041	159	0.9355	42.047
1774	5069	159	0.9404	28.032
1774	5410	159	0.9242	70.079
256	556	159	0.8274	-7.969
904	2707	159	0.8418	15.959
35	1454	159	0.8928	-40.031
1454	1965	159	0.8841	26.052
1454	2518	159	0.9119	6.047
1454	3445	159	0.9142	40.032
1454	5041	159	0.9178	40.031
1454	5069	159	0.9156	26.016
1454	5410	159	0.9105	68.063
556	2007	159	0.8765	132.043
1476	2007	159	0.83	8.027
2007	2518	159	0.9142	-14.015
2007	2707	159	0.9147	-30.010
35	1965	159	0.9107	-13.978
35	3445	159	0.924	0.001
35	4375	159	0.899	14.017
35	5041	159	0.9357	0.001
35	5069	159	0.9232	-14.015
35	5410	159	0.918	28.032
439	1476	159	0.8182	95.984
1476	1633	159	0.8504	-65.974
1476	2631	159	0.9262	-28.030
1476	3856	159	0.9351	-14.015
1476	3903	159	0.8072	-130.041
1476	5241	159	0.8479	-146.036
2518	2707	159	0.9244	-15.995
2518	3445	159	0.9386	33.984
2518	5041	159	0.9389	33.984
2518	5069	159	0.9287	19.969
2518	5410	159	0.9253	62.016
3445	5041	159	0.959	-0.000
4375	5041	159	0.9119	-14.016
5041	5069	159	0.9415	-14.016
5041	5410	159	0.9565	28.031
1633	3903	159	0.8139	-64.068
2631	3903	159	0.8153	-102.012
3445	4375	159	0.9095	14.016
4375	5069	159	0.909	-28.031
4375	5410	159	0.8884	14.016
1965	4375	159	0.8789	27.995
4014	5241	159	0.8989	-17.027
3856	5241	159	0.8555	-132.021
2631	5241	159	0.8659	-118.007
3445	5410	159	0.9495	28.031
5069	5410	159	0.9297	42.047
3445	5069	159	0.9484	-14.016
1965	3445	159	0.9086	13.979
439	1633	159	0.9276	30.010
1633	2631	159	0.8394	37.944
1633	3856	159	0.8254	51.959
2631	3856	159	0.9617	14.014
3400	4547	160	0.9805	-0.000
3400	4605	160	0.9805	-0.000
3400	4671	160	0.9883	-0.000
540	3400	160	0.9791	0.000
1642	3400	160	0.9791	0.000
2625	3400	160	0.9838	0.000
2721	3400	160	0.9805	0.000
2958	3400	160	0.9812	0.000
3013	3400	160	0.9808	0.000
540	3013	160	0.9859	0.000
1642	3013	160	0.9683	0.000
2625	3013	160	0.9896	0.000
2721	3013	160	0.9858	0.000
2958	3013	160	0.9903	0.000
3013	4547	160	0.9858	-0.000
3013	4605	160	0.9935	-0.000
3013	4671	160	0.9873	0.000
540	2958	160	0.9879	-0.000
1642	2958	160	0.9682	-0.000
2625	2958	160	0.9895	-0.000
2721	2958	160	0.9846	-0.000
2958	4547	160	0.9846	0.000
2958	4605	160	0.9915	0.000
2958	4671	160	0.9884	0.000
540	2625	160	0.9871	-0.000
1642	2625	160	0.9671	-0.000
2625	2721	160	0.9889	0.000
2625	4547	160	0.9889	0.000
2625	4605	160	0.9894	0.000
2625	4671	160	0.9905	0.000
540	2721	160	0.9865	-0.000
1642	2721	160	0.9674	-0.000
2721	4547	160	1.0	0.000
2721	4605	160	0.9856	0.000
2721	4671	160	0.9915	0.000
4547	4605	160	0.9856	0.000
4547	4671	160	0.9915	0.000
540	4547	160	0.9865	-0.000
1642	4547	160	0.9674	-0.000
4605	4671	160	0.9878	0.000
540	4605	160	0.9887	-0.000
1642	4605	160	0.968	-0.000
540	4671	160	0.987	0.000
1642	4671	160	0.9728	0.000
540	1642	160	0.9711	0.000
1720	5324	161	0.9098	-90.032
2264	3572	161	0.9119	36.836
2264	5324	161	0.8896	138.977
3766	5428	161	0.9701	0.000
3852	5428	161	0.9508	0.000
3866	5428	161	0.9615	0.000
4471	5428	161	0.8808	-58.968
4963	5428	161	0.913	-0.001
2264	4471	161	0.8996	164.957
3766	4963	161	0.893	0.001
3852	4963	161	0.8941	0.001
3866	4963	161	0.8806	0.001
3766	3852	161	0.9507	-0.000
3766	3866	161	0.956	0.000
3852	3866	161	0.9314	0.000
2571	3457	163	0.9525	21.912
2571	4100	163	0.9525	21.912
3457	4100	163	1.0	0.000
5191	5536	164	0.9271	0.000
1197	2219	165	0.7214	166.061
1197	2728	165	1.0	0.006
1197	3146	165	0.7269	166.060
2219	2728	165	0.7214	-166.054
2728	3146	165	0.7269	166.054
2219	3146	165	0.9206	-0.000
2037	2797	166	0.8681	-56.062
2797	2943	166	0.8751	14.015
2965	3988	166	0.9019	-24.037
1302	3988	166	0.8559	-66.083
2943	3988	166	0.853	-56.063
2037	2943	166	0.8522	-42.047
4139	5601	167	0.9412	-14.016
5029	5601	167	0.9383	30.010
43	5601	167	0.9614	15.995
90	5601	167	0.9601	-0.000
819	5601	167	0.9371	-14.016
2667	5601	167	0.9437	30.010
2705	5601	167	0.965	15.995
43	2667	167	0.9501	-14.016
90	2667	167	0.9402	-30.011
911	2667	167	0.9352	-14.016
2667	2705	167	0.9481	14.016
2667	4766	167	0.9456	14.016
2667	5029	167	0.9775	0.000
43	90	167	0.9622	15.995
90	819	167	0.9321	14.015
90	2705	167	0.9492	-15.995
819	911	167	0.9351	-30.011
911	2424	167	0.9341	14.016
911	4766	167	0.9597	-0.000
911	5029	167	0.9331	-14.016
4139	4766	167	0.9475	-30.011
4766	5029	167	0.9589	-14.016
819	4766	167	0.9524	-30.011
2424	4766	167	0.9513	-14.016
819	4139	167	0.9807	-0.000
2424	4139	167	0.9455	15.995
43	2424	167	0.928	14.016
43	2705	167	0.9714	0.000
43	5029	167	0.9288	-14.016
2705	5029	167	0.9477	-14.016
819	2424	167	0.9505	-15.995
2424	2705	167	0.9415	-14.016
541	552	168	0.956	-45.058
541	2959	168	1.0	0.000
541	3237	168	0.9458	-45.058
541	3456	168	0.9538	-31.042
552	3456	168	0.9561	14.016
2959	3456	168	0.9538	-31.042
3237	3456	168	0.9495	14.016
552	3237	168	0.9419	-0.000
2959	3237	168	0.9458	-45.058
552	2959	168	0.956	45.058
391	2978	170	0.9534	-40.031
2704	4356	171	0.7033	574.130
1892	3221	172	0.8112	-60.021
2722	3221	172	0.8759	0.000
3221	3827	172	0.8435	60.021
3221	3888	172	0.8095	60.021
3221	5131	172	0.8255	60.021
3221	5219	172	0.9002	-0.000
3221	5276	172	0.8607	-0.000
3827	3888	172	0.9053	0.000
3888	5131	172	0.9029	0.000
3888	5219	172	0.806	-60.021
1892	3888	172	0.8648	-0.000
3827	5131	172	0.9266	0.000
5131	5219	172	0.8461	-60.021
1892	5131	172	0.8816	-0.000
2722	5131	172	0.8122	60.021
3827	5276	172	0.8179	-60.021
5219	5276	172	0.887	0.000
1892	5276	172	0.8149	-60.021
2722	5276	172	0.8544	0.000
3827	5219	172	0.8487	-60.021
1892	5219	172	0.847	-60.021
2722	5219	172	0.9141	0.000
1892	2722	172	0.8158	-60.021
1892	3827	172	0.8983	-0.000
2722	3827	172	0.8239	60.021
5042	5551	173	0.9316	-18.011
5520	5551	173	0.9209	14.015
765	5551	173	0.9262	-14.018
765	1020	173	0.9175	18.010
765	5520	173	0.8537	-28.032
5290	5520	173	0.8826	160.022
5042	5508	173	0.8864	-14.016
1020	5042	173	0.9076	-14.017
5508	5520	173	0.9159	-18.010
513	1909	177	0.8693	33.982
1261	1909	177	0.8278	14.014
1312	1909	177	0.8876	28.030
513	1312	177	0.8356	5.953
1261	1312	177	0.9292	-14.016
513	1261	177	0.7664	19.969
1346	5458	179	0.8453	68.024
1346	2563	179	0.7016	68.028
2093	2563	179	0.7568	-15.992
1346	5109	179	0.7242	-202.059
252	327	180	0.8522	-16.990
252	812	180	0.7612	-62.110
252	1204	180	0.7822	-106.100
252	2860	180	0.8764	-28.032
252	4304	180	0.8638	-30.011
812	1088	180	0.7767	70.078
1088	1358	180	0.7605	-14.016
1088	1499	180	0.7794	-89.027
1088	1618	180	0.8199	-52.990
1088	2860	180	0.8634	-36.000
1088	3653	180	0.707	-116.084
1088	3667	180	0.8608	-66.011
3653	3667	180	0.7276	50.072
1618	3653	180	0.7131	-63.094
1204	1477	180	0.8797	-28.031
1477	1618	180	0.7639	89.110
1477	2860	180	0.7581	106.100
1477	3667	180	0.7811	76.088
1477	4699	180	0.7825	-33.915
1023	1110	180	0.8127	-18.010
1102	1110	180	0.7384	21.985
1110	1723	180	0.7162	15.994
1110	2379	180	0.7446	14.015
327	812	180	0.7404	-45.120
812	1204	180	0.7177	-43.990
812	1499	180	0.733	-18.948
812	1618	180	0.7906	17.088
812	2860	180	0.8012	34.078
812	3667	180	0.7684	4.067
812	4304	180	0.7407	32.099
1204	2744	180	0.7757	-33.915
2744	4304	180	0.7197	110.004
2744	4699	180	0.8583	-28.032
1325	1358	180	0.7398	52.989
1325	1618	180	0.7664	14.015
1325	1723	180	0.7312	38.974
1325	3178	180	0.7667	16.990
3667	4699	180	0.7566	-110.004
1618	4699	180	0.7298	-123.025
2860	4699	180	0.7268	-140.015
327	1204	180	0.7278	-89.110
1204	4304	180	0.762	76.089
1358	1723	180	0.8379	-14.015
1358	3178	180	0.818	-35.999
1102	3178	180	0.7264	15.995
327	1618	180	0.781	-28.032
1499	1618	180	0.7433	36.037
1618	2860	180	0.7895	16.990
1618	3667	180	0.8611	-13.021
1023	1723	180	0.7942	-2.016
1723	3178	180	0.767	-21.984
3667	4304	180	0.8434	28.032
1499	3667	180	0.7943	23.015
2860	3667	180	0.8849	-30.011
1499	2860	180	0.7698	53.027
2860	3178	180	0.7632	-14.015
327	4304	180	0.8115	-13.021
948	1049	185	0.7366	-14.016
948	2926	185	0.7274	450.335
948	3686	185	0.863	-32.026
2247	2926	185	0.8246	45.059
625	2926	185	0.7806	-72.020
1049	3686	185	0.7272	-18.010
495	1286	187	0.7348	166.077
1286	3108	187	0.7716	35.037
646	2879	189	0.9104	55.990
646	1703	189	0.8014	145.007
730	3739	190	0.8738	-0.000
730	4826	190	0.8721	-0.000
730	5639	190	0.9133	17.027
3739	4826	190	0.9436	-0.000
3739	5639	190	0.8671	17.027
4826	5639	190	0.8717	17.027
1313	3106	192	0.8156	-14.016
1953	3106	192	0.8772	15.995
1313	1953	192	0.8342	-30.010
76	988	193	0.8982	-57.022
76	2504	193	0.9567	57.021
988	2504	193	0.8555	114.043
5111	5169	195	0.7934	-30.010
5169	5416	195	0.823	30.011
5169	5659	195	0.7601	-351.154
732	5169	195	0.7601	351.154
901	5169	195	0.7744	-30.011
2593	5169	195	0.787	-30.011
5111	5416	195	0.9483	0.000
901	5416	195	0.9261	-0.000
1111	5416	195	0.7296	321.142
2593	5416	195	0.9456	-0.000
4841	5659	195	0.7382	-30.010
732	5659	195	1.0	0.000
1746	5659	195	0.7698	-30.010
810	1111	195	0.7123	-55.006
901	1111	195	0.7496	-321.143
1111	1513	195	0.7004	-13.979
1111	1711	195	0.7771	-13.979
1111	1746	195	0.7942	-30.011
1111	2593	195	0.7519	321.142
1111	5111	195	0.7544	321.142
1486	1513	195	0.7383	86.002
1486	1711	195	0.8479	86.002
901	5111	195	0.9406	-0.000
2593	5111	195	0.9656	-0.000
732	4841	195	0.7382	30.011
1746	4841	195	0.8052	0.000
1513	1711	195	0.7923	-0.000
732	1746	195	0.7698	30.011
901	2593	195	0.9437	-0.000
3123	4734	196	0.9063	-2.016
4730	4734	196	0.8374	26.016
311	4290	197	0.8827	-15.993
3861	5287	197	0.8402	174.053
4761	5287	197	0.912	58.041
311	5287	197	0.8661	-86.000
3861	4761	197	0.8903	116.012
311	3861	197	0.8214	-260.054
311	4761	197	0.8513	-144.041
2774	3411	198	0.8201	-191.188
2774	4301	198	0.9085	0.000
92	3568	200	0.7997	-13.977
92	5667	200	0.7924	12.977
72	158	201	0.8793	-28.031
72	305	201	0.8303	-42.047
72	481	201	0.817	-106.099
72	859	201	0.7681	-58.041
72	917	201	0.8442	-87.897
72	2694	201	0.8626	-16.990
72	3147	201	0.8528	-30.010
3926	4684	201	0.954	25.020
4684	5118	201	0.9439	-25.022
73	4684	201	0.919	46.115
608	4684	201	0.9018	104.986
809	4684	201	0.942	26.015
1548	4684	201	0.9297	26.014
1645	4684	201	0.9597	0.000
2694	4684	201	0.9027	18.083
3231	4684	201	0.8978	-15.996
3344	4684	201	0.954	25.019
159	594	201	0.8801	-45.120
594	1239	201	0.8353	92.026
594	1379	201	0.8347	4.105
594	2843	201	0.8301	-59.865
594	3147	201	0.8758	28.032
594	3733	201	0.8369	46.117
594	4354	201	0.8209	28.032
305	1920	201	0.7271	36.000
408	1920	201	0.7484	-14.016
1920	2782	201	0.7993	-14.016
2821	3292	201	0.7403	-14.016
3292	3362	201	0.7806	42.047
3292	4269	201	0.7344	42.048
2691	2821	201	0.8283	-20.100
2691	3362	201	0.841	7.931
2691	4269	201	0.7869	7.932
158	917	201	0.8576	-59.866
305	917	201	0.797	-45.850
608	917	201	0.8951	15.996
651	917	201	0.8351	14.015
791	917	201	0.777	-7.971
859	917	201	0.7974	-29.856
159	2622	201	0.9194	-25.020
568	2622	201	0.9543	0.002
733	2622	201	1.0	0.000
872	2622	201	0.9191	30.010
2622	3170	201	0.9356	63.995
2622	4217	201	0.9666	15.994
2622	4373	201	0.9356	63.995
2622	4496	201	0.9182	49.979
2622	4659	201	0.9292	-23.016
809	2812	201	0.9445	15.995
1548	2812	201	0.9452	15.994
2812	2980	201	0.9539	0.000
2812	3344	201	0.9457	-14.999
2812	3415	201	0.9426	0.995
2812	3926	201	0.9457	-15.000
2812	4158	201	0.9368	6.948
2812	4496	201	0.9272	20.964
2812	5118	201	0.9303	-15.002
608	2023	201	0.8064	131.986
2023	3231	201	0.84	-11.004
2023	3909	201	0.8681	0.000
3415	5118	201	0.9695	-15.996
3926	5118	201	0.9764	-0.002
809	5118	201	0.9661	0.994
1298	5118	201	0.9616	30.008
1645	5118	201	0.941	-25.022
3213	5118	201	0.9609	14.014
3243	5118	201	0.9616	30.008
3344	5118	201	0.9764	-0.002
73	1645	201	0.9091	46.115
608	1645	201	0.891	104.986
1548	1645	201	0.9288	26.014
1645	2694	201	0.8903	-18.083
1645	3231	201	0.8894	15.996
1645	3344	201	0.9479	-25.019
1645	3926	201	0.9479	-25.020
3231	3909	201	0.8027	11.004
158	305	201	0.8213	-14.016
305	859	201	0.8297	-15.994
305	2782	201	0.8111	21.984
305	3029	201	0.7878	-16.990
159	3147	201	0.9255	-17.088
1379	3147	201	0.875	23.927
2843	3147	201	0.8572	87.897
3147	3733	201	0.8786	18.085
3147	4354	201	0.8475	0.000
73	2694	201	0.881	28.032
595	2694	201	0.833	11.928
1535	2694	201	0.8354	-20.063
408	950	201	0.7882	-142.099
481	950	201	0.8608	-28.031
866	950	201	0.8188	-48.095
950	1239	201	0.8032	168.115
950	2821	201	0.7348	-33.915
62	608	201	0.8455	26.013
481	866	201	0.8444	20.064
481	3362	201	0.7459	-33.915
481	4354	201	0.8036	76.089
2821	3362	201	0.8917	28.031
2821	4269	201	0.8243	28.032
651	2843	201	0.8873	-15.995
1379	2843	201	0.8378	-63.970
2843	3733	201	0.825	105.982
2843	4354	201	0.8024	87.897
608	3231	201	0.8185	120.982
809	3213	201	0.9516	-13.020
1298	3213	201	0.9525	15.994
1548	3213	201	0.9262	-13.021
2980	3213	201	0.9256	-29.016
3213	3243	201	0.9525	-15.994
3213	3344	201	0.9637	14.016
3213	3415	201	0.9598	30.010
3213	3926	201	0.9637	14.016
73	1239	201	0.8497	79.006
158	1239	201	0.8622	62.016
408	1239	201	0.8739	26.016
1239	4195	201	0.8771	20.103
809	1548	201	0.9417	0.001
1548	3415	201	0.9391	16.989
809	1298	201	0.9474	-29.015
809	3243	201	0.9474	-29.014
809	3344	201	0.9675	0.996
809	3415	201	0.9653	16.990
809	3926	201	0.9675	0.996
1379	4354	201	0.8051	23.927
3728	4814	201	0.9357	-2.039
339	4814	201	0.9116	-14.016
73	158	201	0.8854	16.990
73	159	201	0.8671	32.099
73	408	201	0.8483	52.990
73	1535	201	0.8591	48.095
159	1535	201	0.9173	15.996
651	1535	201	0.8751	104.986
866	1535	201	0.8252	89.109
159	733	201	0.9194	-25.020
568	733	201	0.9543	0.002
733	872	201	0.9191	-30.010
733	3170	201	0.9356	63.995
733	4217	201	0.9666	15.994
733	4373	201	0.9356	63.995
733	4496	201	0.9182	49.979
733	4659	201	0.9292	-23.016
568	872	201	0.9141	-30.009
872	4659	201	0.9093	6.994
640	3362	201	0.7748	-28.032
640	4269	201	0.7544	-28.032
640	5011	201	0.7678	0.002
3415	3926	201	0.9722	-15.994
1298	3926	201	0.9556	30.010
3243	3926	201	0.9556	30.010
3344	3926	201	1.0	-0.000
217	1773	201	0.7449	21.984
1034	1773	201	0.717	-79.966
1773	3481	201	0.8163	14.018
339	3728	201	0.9128	-11.977
1034	2782	201	0.8347	15.994
859	1034	201	0.8241	21.984
1379	3733	201	0.8459	42.012
98	866	201	0.7524	-2.015
651	866	201	0.801	15.877
159	568	201	0.917	-25.021
159	3733	201	0.8677	0.996
4158	4496	201	0.9491	14.016
4217	4496	201	0.9506	33.985
4373	4496	201	0.9451	-14.016
339	4496	201	0.9536	-2.015
568	4496	201	0.9182	49.981
3170	4496	201	0.9451	-14.016
339	3170	201	0.9263	12.001
339	4373	201	0.9263	12.001
4158	4373	201	0.9666	28.032
4217	4373	201	0.9646	48.001
568	4373	201	0.9299	63.997
2980	4373	201	0.9239	34.980
3170	4373	201	1.0	-0.000
217	3481	201	0.7724	36.002
158	859	201	0.8052	-30.010
568	3170	201	0.9299	63.997
568	4217	201	0.9522	15.996
568	4659	201	0.922	-23.015
1298	3415	201	0.9547	46.005
2980	3415	201	0.9399	0.995
3243	3415	201	0.9547	46.005
3344	3415	201	0.9722	15.994
1298	3243	201	1.0	0.000
3243	3344	201	0.9556	30.010
651	791	201	0.7654	21.987
791	1117	201	0.746	26.014
4158	4217	201	0.9558	-19.969
2980	4158	201	0.9354	6.948
3170	4158	201	0.9666	-28.032
158	408	201	0.8757	36.000
1298	3344	201	0.9556	30.011
651	1117	201	0.7943	48.001
2980	4217	201	0.9341	-13.021
3170	4217	201	0.9646	-48.001
2980	3170	201	0.9239	34.980
3362	4269	201	0.8376	0.000
3362	5011	201	0.8026	28.034
4269	5011	201	0.7895	28.034
608	651	201	0.8262	1.981
300	2199	202	0.9307	30.009
612	2199	202	0.928	15.995
1612	2199	202	0.9542	-17.026
300	3212	202	0.7687	-122.074
3212	4875	202	0.8732	-76.052
1612	1857	202	0.87	-15.994
300	612	202	0.9441	14.015
612	1857	202	0.9257	17.026
626	3567	203	0.7449	117.079
2768	3567	203	0.8154	14.016
3925	5374	206	0.7684	85.999
200	5374	206	0.7247	16.031
3154	3925	206	0.7925	17.029
200	3205	206	0.7704	-53.973
1212	3205	206	0.8273	-85.998
3205	3555	206	0.9019	-32.027
200	1212	206	0.8681	32.025
200	2762	206	0.8805	-45.059
200	3555	206	0.824	-86.000
1212	2762	206	0.7627	-77.084
1212	3555	206	0.7975	-118.026
813	4068	207	0.8279	30.011
813	4382	207	0.7778	-387.117
2743	3752	210	0.7457	-15.993
4254	5015	211	0.9301	-15.995
320	5015	211	0.9275	-18.011
3281	5015	211	0.9263	29.993
193	4832	215	0.7026	-43.990
4832	5228	215	0.713	-2.015
670	4832	215	0.7855	-0.000
5149	5253	216	0.8907	2.015
3099	5149	216	0.8746	-141.018
3099	5356	216	0.8821	2.016
5253	5356	216	0.9129	141.019
1636	1941	218	0.9013	15.995
1941	2794	218	0.936	-15.995
1636	2794	218	0.9222	0.000
1636	4133	218	0.8072	17.026
2794	4133	218	0.8639	17.026
3148	3979	220	0.825	18.011
2309	5390	221	0.8504	38.033
754	2938	223	0.7044	26.015
1032	3223	226	0.75	308.183
3097	3223	226	0.7753	132.079
3218	3223	226	0.7594	15.995
3223	3483	226	0.8083	-44.022
3223	3605	226	0.7843	-88.053
3223	4153	226	0.7535	-264.157
3605	4153	226	0.7435	-176.105
3846	4153	226	0.7488	-44.025
3097	4153	226	0.7472	-132.078
3605	3846	226	0.7575	-132.079
1032	3097	226	0.7794	176.104
1032	3483	226	0.765	264.161
3218	3605	226	0.7691	-72.058
3483	3530	226	0.7529	-15.999
3097	3483	226	0.7681	88.057
5244	5607	227	0.8632	-45.055
3396	5244	227	0.8194	14.016
956	1655	228	0.8009	-49.020
1655	3490	228	0.9753	-0.000
1655	4822	228	0.978	-0.000
956	4329	228	0.8338	-13.057
956	3490	228	0.8066	-49.020
956	4822	228	0.8154	-49.020
3490	4822	228	0.9637	0.000
5167	5240	229	0.9564	-14.016
2054	5167	229	0.8955	0.000
2054	5240	229	0.8604	-14.016
2645	3324	230	0.915	-14.016
154	5158	231	0.8624	-216.151
1842	4989	234	0.9211	14.014
1842	5256	234	0.9347	30.010
3482	4989	234	0.9479	162.052
4989	5256	234	0.9241	15.995
4989	5389	234	0.9327	162.054
3657	5389	234	0.9532	-15.995
783	4360	235	0.8516	-14.015
783	860	235	0.8471	79.957
4611	5367	238	0.7613	33.984
4342	5367	238	0.7633	-14.015
1394	3236	239	0.9412	0.000
1414	3236	239	0.902	-15.974
1416	3236	239	0.8525	222.293
3236	3682	239	0.9414	0.000
3236	3955	239	0.8729	-248.310
3236	4083	239	0.9006	-180.246
3236	4142	239	0.8953	-222.293
3236	5358	239	0.8662	-208.277
3417	4083	239	0.8767	66.010
3417	4185	239	0.857	-4.031
3417	4664	239	1.0	-0.000
49	3417	239	0.8722	-11.963
696	3417	239	0.8733	-2.015
1541	3417	239	0.8555	16.068
3069	3417	239	0.8691	-26.015
3069	3637	239	0.8611	-2.015
3069	3802	239	0.8654	-16.031
3069	4142	239	0.8906	-2.052
3069	4664	239	0.8691	-26.016
3069	5558	239	0.8648	-28.031
3802	3955	239	0.8651	-12.038
3802	4185	239	0.859	-14.015
3802	5558	239	0.8604	-12.000
49	3802	239	0.8819	-1.979
696	3802	239	0.8945	7.969
1541	3802	239	0.87	26.052
1660	3802	239	0.8666	26.017
33	1269	239	0.8394	14.015
33	3955	239	0.8676	-40.032
33	5061	239	0.8458	-59.963
466	2142	239	0.8304	252.281
1414	2142	239	0.9274	0.000
2142	3682	239	0.9043	-15.974
3682	3955	239	0.8988	-248.310
3682	4083	239	0.9277	-180.246
3682	4142	239	0.9233	-222.293
3682	5358	239	0.8823	-208.277
466	3682	239	0.8725	236.308
1394	3682	239	0.9522	0.000
1414	3682	239	0.9218	-15.974
2803	3682	239	0.8844	250.323
4083	5358	239	0.889	-28.032
4142	5358	239	0.9037	14.015
5358	5558	239	0.8446	-39.994
1394	5358	239	0.8862	-208.277
1269	2803	239	0.8623	-56.061
1414	4532	239	0.8235	-15.974
4185	4664	239	0.857	4.031
49	4185	239	0.8935	-15.994
696	4185	239	0.8876	-6.046
1269	4185	239	0.8658	-56.025
1541	4185	239	0.8624	12.037
4083	4664	239	0.8767	-66.011
49	4664	239	0.8722	-11.964
696	4664	239	0.8733	-2.016
1541	4664	239	0.8555	16.068
696	5061	239	0.8706	-24.000
49	1394	239	0.8938	234.293
1269	1394	239	0.8792	194.262
1394	1414	239	0.9235	15.974
1394	3955	239	0.8915	-248.310
1394	4083	239	0.9239	-180.245
1394	4142	239	0.9175	-222.293
1269	1414	239	0.8462	210.236
1269	3955	239	0.8633	-54.048
49	1541	239	0.8766	-28.031
1541	1660	239	0.8501	0.036
3637	5558	239	0.8394	-26.016
696	5558	239	0.8864	-4.031
49	696	239	0.8922	-9.948
49	3955	239	0.867	-14.017
49	4083	239	0.8807	54.047
49	4142	239	0.8879	12.000
3955	4083	239	0.8878	68.064
4083	4142	239	0.9311	-42.047
696	4083	239	0.8791	63.995
1414	4083	239	0.9107	-196.219
696	3955	239	0.8714	-4.069
696	4142	239	0.8951	21.948
3955	4142	239	0.8979	26.017
1414	4142	239	0.8872	-238.267
1457	3014	242	0.9131	162.055
3014	5204	242	0.8221	30.008
3588	4155	244	0.8228	-2.016
452	3971	245	0.7834	14.016
171	1057	246	0.8479	28.067
171	2231	246	0.8536	0.000
171	2788	246	0.8472	28.068
171	5257	246	0.8613	-0.000
350	978	246	0.9373	-162.053
978	1694	246	0.936	162.053
978	2651	246	0.9319	162.053
978	2693	246	0.8999	197.090
978	2824	246	0.9485	-162.053
978	3059	246	0.8952	179.079
978	3636	246	0.915	197.090
978	5239	246	0.9289	-324.104
350	2824	246	0.9263	-324.106
1694	2824	246	0.9264	-324.106
2651	2824	246	0.9232	-324.106
2689	2824	246	0.9017	-504.169
2693	2824	246	0.914	-359.143
2824	3059	246	0.9075	341.132
2824	3636	246	0.921	359.143
2824	5239	246	0.9267	-162.051
2824	5440	246	0.8994	504.169
3636	5064	246	0.9419	127.015
5064	5440	246	0.9505	18.011
350	5064	246	0.9414	162.053
1147	5064	246	0.9176	114.068
1694	5064	246	0.9405	162.053
2651	5064	246	0.9474	162.053
2689	5064	246	0.944	-18.011
2693	5064	246	0.9306	127.015
2706	5064	246	0.914	104.063
3059	5064	246	0.9219	145.026
1147	2732	246	0.9463	14.016
2043	2732	246	0.9313	14.015
2706	2732	246	0.9096	4.010
2732	3006	246	0.8889	3.011
350	1694	246	0.9756	0.000
350	2651	246	0.9768	-0.000
350	2689	246	0.9362	180.063
350	2693	246	0.9408	35.037
350	3059	246	0.9417	17.026
350	3636	246	0.9493	35.037
350	5440	246	0.938	180.063
1694	2651	246	0.9761	-0.000
2651	2689	246	0.9483	180.063
2651	2693	246	0.9413	35.037
2651	3059	246	0.9355	17.027
2651	3636	246	0.9546	35.037
2651	5440	246	0.9427	180.063
1147	2043	246	0.9478	0.000
2043	2513	246	0.8974	-33.984
2043	2706	246	0.8901	10.005
2043	3006	246	0.9138	17.026
1057	2513	246	0.8887	-32.041
2513	2788	246	0.8794	32.042
1057	2788	246	0.9772	0.000
1694	2689	246	0.9318	180.063
1694	2693	246	0.9386	35.037
1694	3059	246	0.9256	17.026
1694	3636	246	0.9451	35.037
1694	5440	246	0.9316	180.063
2689	3059	246	0.9314	-163.037
2693	3059	246	0.9525	-18.011
3059	3636	246	0.9458	18.011
3059	5440	246	0.9306	163.037
1147	2706	246	0.9267	10.005
1147	3006	246	0.9157	17.026
3636	5440	246	0.9636	145.026
2689	3636	246	0.9619	-145.026
2693	3636	246	0.9659	-0.000
2689	5440	246	0.9818	0.000
2693	5440	246	0.9494	145.026
1147	2689	246	0.8965	132.079
2689	2693	246	0.9476	-145.026
